date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:51:45	341161/341161	---M--	200	added ('OK')	image/jpeg	etag:%22705e8ec9210ec82c0fcc0e5e1a9da31c-ssl%22	https://watson-vcard.netlify.com/img/background/home-bg.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/background/home-bg.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:45	24756/24756	---M--	200	added ('OK')	image/png	etag:%22254fdda3f746d6280d4dd366a8a918da-ssl%22	https://watson-vcard.netlify.com/img/clients/client-03.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-03.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:46	15475/15475	---M--	200	added ('OK')	image/png	etag:%228f16c3462d26754c94d5f25ddbfad1ac-ssl%22	https://watson-vcard.netlify.com/img/clients/client-04.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-04.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:46	19173/19173	---M--	200	added ('OK')	image/png	etag:%2222fd645dc3a896e1514f201b64b3fa71-ssl%22	https://watson-vcard.netlify.com/img/clients/client-05.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-05.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:46	10663/10663	---M--	200	added ('OK')	image/png	etag:%2239aa8ff5baeaa51ba2861f887cf99668-ssl%22	https://watson-vcard.netlify.com/img/clients/client-06.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-06.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:46	14590/14590	---M--	200	added ('OK')	image/png	etag:%222adc6d0338e9b0dfd26468ff6274d859-ssl%22	https://watson-vcard.netlify.com/img/clients/client-07.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-07.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:46	16233/16233	---M--	200	added ('OK')	image/png	etag:%225c6aac4a4298876bf75306a8f288e4d3-ssl%22	https://watson-vcard.netlify.com/img/clients/client-08.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-08.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:47	12492/12492	---M--	200	added ('OK')	image/png	etag:%225ff8263a3d7c81d746c0c0bbabd49e82-ssl%22	https://watson-vcard.netlify.com/img/clients/client-09.png	D:/websitesi/nafiz/watson-vcard.netlify.com/img/clients/client-09.png	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:47	4576/4576	---M--	200	added ('OK')	image/jpeg	etag:%22f35a316d7e8412f2f6bcd2c3ed657c1b-ssl%22	https://watson-vcard.netlify.com/img/testimonials/author-1.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/testimonials/author-1.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:47	4766/4766	---M--	200	added ('OK')	image/jpeg	etag:%22d1ba81020a71d330b61ea00342826ffc-ssl%22	https://watson-vcard.netlify.com/img/testimonials/author-2.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/testimonials/author-2.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:47	4458/4458	---M--	200	added ('OK')	image/jpeg	etag:%229a6aecb94d82c807b48c630eec6c75a8-ssl%22	https://watson-vcard.netlify.com/img/testimonials/author-3.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/testimonials/author-3.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:48	85894/85894	---M--	200	added ('OK')	image/jpeg	etag:%22eb4610778f0bcbd47fc55042c3351c7e-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-1.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-1.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:48	1398/1398	---M-Z	200	added ('OK')	text/html	etag:%227ecdeb91a5abcd26ce879e7c72fe55d7-ssl-df%22	https://watson-vcard.netlify.com/single-work.html	D:/websitesi/nafiz/watson-vcard.netlify.com/single-work.html	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:48	31814/31814	---M--	200	added ('OK')	image/jpeg	etag:%22eca25c76ae89e48a6f76171505332d5b-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-2.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-2.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:49	36427/36427	---M--	200	added ('OK')	image/jpeg	etag:%22fc58b624fce3c4edc8fb50cd7a40218b-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-3.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-3.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:49	41862/41862	---M--	200	added ('OK')	image/jpeg	etag:%2200d90397b3522ab622621f16ed3303a6-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-4.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-4.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:49	79623/79623	---M--	200	added ('OK')	image/jpeg	etag:%222f84a865505016d7582536d8269bdef0-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-6.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-6.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:49	81385/81385	---M--	200	added ('OK')	image/jpeg	etag:%227832689c0bef5e276241bdb141ae21cd-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-5.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-5.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:50	44546/44546	---M--	200	added ('OK')	image/jpeg	etag:%227337721a3052c53e620d41f10f5eaf3e-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-7.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-7.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:50	65665/65665	---M--	200	added ('OK')	image/jpeg	etag:%22bc289e01d879dc437229f7dc0b9881dd-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-8.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-8.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:50	38622/38622	---M--	200	added ('OK')	image/jpeg	etag:%22adcebf130fb362af66c9c36ed0167bb6-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-9.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-9.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:50	61459/61459	---M--	200	added ('OK')	image/jpeg	etag:%22f81183993f4bf8f7fc557d63b2671037-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-10.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-10.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:51	15527/15527	---M--	200	added ('OK')	image/jpeg	etag:%227c3f87f85ff56408723041501f553769-ssl%22	https://watson-vcard.netlify.com/img/portfolio/img-11.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/portfolio/img-11.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:51	13702/13702	---M-Z	200	added ('OK')	text/html	etag:%226f79a72c3609794c52a751ab0fc7bd71-ssl-df%22	https://watson-vcard.netlify.com/blog-dark.html	D:/websitesi/nafiz/watson-vcard.netlify.com/blog-dark.html	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:51	37433/37433	---M--	200	added ('OK')	image/jpeg	etag:%22bfa6f2e1ee67f4690a5e6baede61cd19-ssl%22	https://watson-vcard.netlify.com/img/blog/img-1.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-1.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:51	47663/47663	---M--	200	added ('OK')	image/jpeg	etag:%22a2d75175e0a47d48513c0a8066021530-ssl%22	https://watson-vcard.netlify.com/img/blog/img-2.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-2.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:51	38948/38948	---M--	200	added ('OK')	image/jpeg	etag:%22be190ae3d6c76dc9e36005f62eb81aa5-ssl%22	https://watson-vcard.netlify.com/img/blog/img-3.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-3.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:52	55636/55636	---M--	200	added ('OK')	image/jpeg	etag:%223b3fc527b81b55fecafbda97bfd33a55-ssl%22	https://watson-vcard.netlify.com/img/blog/img-4.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-4.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:52	49797/49797	---M--	200	added ('OK')	image/jpeg	etag:%22e940108e400367ec3800b5d3a59506aa-ssl%22	https://watson-vcard.netlify.com/img/blog/img-5.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-5.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:52	45088/45088	---M--	200	added ('OK')	image/jpeg	etag:%22911bb609f53bf69ec5689a1dbdc4b384-ssl%22	https://watson-vcard.netlify.com/img/blog/img-6.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-6.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:52	46709/46709	---M--	200	added ('OK')	image/jpeg	etag:%220c6d438315e3b93dce3790352e3572c7-ssl%22	https://watson-vcard.netlify.com/img/blog/img-7.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-7.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:53	44892/44892	---M--	200	added ('OK')	image/jpeg	etag:%22465ce4dcd7955c5319e95150fcb9203d-ssl%22	https://watson-vcard.netlify.com/img/blog/img-8.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-8.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:53	49671/49671	---M--	200	added ('OK')	image/jpeg	etag:%226c4763dd3ae0b5d6d28a886f6a25444b-ssl%22	https://watson-vcard.netlify.com/img/blog/img-9.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/img-9.jpg	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:53	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:%22307c5c1d4578cf59b5ade868f2f2766c-ssl-df%22	https://watson-vcard.netlify.com/js/jquery.min.js	D:/websitesi/nafiz/watson-vcard.netlify.com/js/jquery.min.js	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:53	311245/311245	---M-Z	200	added ('OK')	application/javascript	etag:%22d251b84473f9e40f0ff4c4847bb6838f-ssl-df%22	https://watson-vcard.netlify.com/js/plugins.min.js	D:/websitesi/nafiz/watson-vcard.netlify.com/js/plugins.min.js	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:54	10618/10618	---M-Z	200	added ('OK')	application/javascript	etag:%2274717bd216aa96e35c0484430eccd327-ssl-df%22	https://watson-vcard.netlify.com/js/main.js	D:/websitesi/nafiz/watson-vcard.netlify.com/js/main.js	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:54	966/966	---M-Z	200	added ('OK')	application/javascript	etag:%223b34416e64612f809388a2cbff8a2ad4-ssl-df%22	https://watson-vcard.netlify.com/js/main-demo.js	D:/websitesi/nafiz/watson-vcard.netlify.com/js/main-demo.js	(from https://watson-vcard.netlify.com/index-dark-particles2.html)
15:51:54	216616/216616	---M-Z	200	added ('OK')	text/css	etag:%22d98e244fcdd2c733d20233db871af295-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/bootstrap.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/bootstrap.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:54	45687/45687	---M-Z	200	added ('OK')	text/css	etag:%229504482926567ad81caf6110c71954d2-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/font-awesome.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/font-awesome.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:54	8380/8380	---M-Z	200	added ('OK')	text/css	etag:%22d3e48b8383848057ec2e6d94baf8f399-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/linear-icons.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/linear-icons.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:55	45614/45614	---M-Z	200	added ('OK')	text/css	etag:%222db4628d344f018b814cb516176e7a05-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/animations.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/animations.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:55	28706/28706	---M-Z	200	added ('OK')	text/css	etag:%22a2b3157f3de8d0ee7c14ce831cdf344f-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/jquery.animatedheadline.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/jquery.animatedheadline.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:55	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22873d102310523db811ebc62724307bfc-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/owl.carousel.min.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/owl.carousel.min.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:55	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%221476dd3bc3f316818799abecb07b1ea5-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/owl.theme.default.min.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/owl.theme.default.min.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:56	8197/8197	---M-Z	200	added ('OK')	text/css	etag:%222cb38b8a86689d92d25d873a338ac074-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/magnific-popup.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/magnific-popup.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:56	2151/2151	---M-Z	200	added ('OK')	text/css	etag:%2284dd54fae9a8db67b403bc77defc4005-ssl-df%22	https://watson-vcard.netlify.com/css/plugins/simplebar.css	D:/websitesi/nafiz/watson-vcard.netlify.com/css/plugins/simplebar.css	(from https://watson-vcard.netlify.com/css/plugins.css)
15:51:57	27485/27485	---M--	200	added ('OK')	image/jpeg	etag:%22d98fc7767c4a081ace169fb1758ab716-ssl%22	https://watson-vcard.netlify.com/img/single-work/img-1.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/single-work/img-1.jpg	(from https://watson-vcard.netlify.com/single-work.html)
15:51:57	32404/32404	---M--	200	added ('OK')	image/jpeg	etag:%22e75e7e8abd7948d9a9429cebd71cd51f-ssl%22	https://watson-vcard.netlify.com/img/single-work/img-2.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/single-work/img-2.jpg	(from https://watson-vcard.netlify.com/single-work.html)
15:51:57	53886/53886	---M-Z	200	added ('OK')	text/html	etag:%22166e810eeb6085cf2e4a12f00cf4327b-ssl-df%22	https://watson-vcard.netlify.com/index-dark.html	D:/websitesi/nafiz/watson-vcard.netlify.com/index-dark.html	(from https://watson-vcard.netlify.com/blog-dark.html)
15:51:58	4576/4576	---M--	200	added ('OK')	image/jpeg	etag:%22f35a316d7e8412f2f6bcd2c3ed657c1b-ssl%22	https://watson-vcard.netlify.com/img/blog/authors/author-1.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/authors/author-1.jpg	(from https://watson-vcard.netlify.com/blog-dark.html)
15:51:58	4766/4766	---M--	200	added ('OK')	image/jpeg	etag:%22d1ba81020a71d330b61ea00342826ffc-ssl%22	https://watson-vcard.netlify.com/img/blog/authors/author-2.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/authors/author-2.jpg	(from https://watson-vcard.netlify.com/blog-dark.html)
15:51:59	4458/4458	---M--	200	added ('OK')	image/jpeg	etag:%229a6aecb94d82c807b48c630eec6c75a8-ssl%22	https://watson-vcard.netlify.com/img/blog/authors/author-3.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/authors/author-3.jpg	(from https://watson-vcard.netlify.com/blog-dark.html)
15:51:59	630885/630885	---M--	200	added ('OK')	image/jpeg	etag:%22def6e895bde80649657bbe020983ec25-ssl%22	https://watson-vcard.netlify.com/img/blog/blog-page-img.jpg	D:/websitesi/nafiz/watson-vcard.netlify.com/img/blog/blog-page-img.jpg	(from https://watson-vcard.netlify.com/blog-dark.html)
15:51:59	115052/115052	---M-Z	200	added ('OK')	application/octet-stream	etag:%2271bad04833156b9aa6ee618e974bcd22-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.eot?	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-brands-400d41d.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:51:59	115052/115052	---MCZ	200	added ('OK')	application/octet-stream	etag:%2271bad04833156b9aa6ee618e974bcd22-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.eot	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-brands-400.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:00	63376/63376	---M--	200	added ('OK')	font/woff2	etag:%22e2cf4ca463cee805119a4fef2d0a27b7-ssl%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.woff2	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-brands-400.woff2	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:00	73920/73920	---MCZ	200	added ('OK')	application/font-woff	etag:%22cac549ffe392499272946515e6ba3873-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.woff	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-brands-400.woff	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:01	114816/114816	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22aa2adc73b14e94f0715bf0ee10364cbf-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.ttf	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-brands-400.ttf	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:01	40744/40744	---M-Z	200	added ('OK')	application/octet-stream	etag:%223bfcd46aae417e3471a2ff436a050d1a-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.eot?	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-regular-400d41d.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:01	40744/40744	---MCZ	200	added ('OK')	application/octet-stream	etag:%223bfcd46aae417e3471a2ff436a050d1a-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.eot	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-regular-400.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:01	14952/14952	---M--	200	added ('OK')	font/woff2	etag:%222397b8c99b70fa20a79ea6b672c8ff9a-ssl%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.woff2	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-regular-400.woff2	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:02	622420/622420	---MCZ	200	added ('OK')	image/svg+xml	etag:%2230849463ef8f7a5cceeb81521a88bac1-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-brands-400.svg	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-brands-400.svg	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:02	18212/18212	---MCZ	200	added ('OK')	application/font-woff	etag:%227b77e87a11733acac91fc1936e7291a0-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.woff	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-regular-400.woff	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:02	40516/40516	---MCZ	200	added ('OK')	application/x-font-ttf	etag:%22ab7b367d8b4f52bb2ef25ae8e76677ad-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.ttf	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-regular-400.ttf	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:03	141551/141551	---MCZ	200	added ('OK')	image/svg+xml	etag:%22d982dc5bbe117ded5304b8165fdbf4f8-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-regular-400.svg	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-regular-400.svg	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:04	160768/160768	---MCZ	200	added ('OK')	application/octet-stream	etag:%22a68930ce961c3d224ac504888919d5f9-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.eot	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-solid-900.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:04	160768/160768	---M-Z	200	added ('OK')	application/octet-stream	etag:%22a68930ce961c3d224ac504888919d5f9-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.eot?	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-solid-900d41d.eot	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:04	59572/59572	---M--	200	added ('OK')	font/woff2	etag:%2239fa852ccf4fd2ccb482bc12175ee6d4-ssl%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.woff2	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-solid-900.woff2	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
15:52:04	76632/76632	---M-Z	200	added ('OK')	application/font-woff	etag:%22fbfa28beb9a6b4e74a9f5791979838cc-ssl-df%22	https://watson-vcard.netlify.com/fonts/fa-solid-900.woff	D:/websitesi/nafiz/watson-vcard.netlify.com/fonts/fa-solid-900.woff	(from https://watson-vcard.netlify.com/css/plugins/font-awesome.css)
